"X","Y","iX","piX","h2X","se_h2X","tX","se_tX","axy","se_axy","pval_axy","iY","piY","h2Y","se_h2Y","tY","se_tY","ayx","se_ayx","pval_ayx"
"30880_irnt","30890_irnt",1.38371707679144,0.000129126137017347,0.158880942082623,0.0188239334625901,0.123291369216151,0.0217754623490128,-0.036081892500984,0.0931668147523696,0.698546955954056,1.13935087519225,0.000235621368390136,0.0719860221039205,0.0105458403134267,0.082552383128624,0.0399878169112118,-0.0993128441204144,0.153941285751446,0.518839987334386
"30880_irnt","30690_irnt",1.37491241469753,0.000131403984076315,0.156761980126666,0.0183806994044515,0.10075273197626,0.0193220719893913,-0.142341778735512,0.0574372040721763,0.0132041307331002,1.17126380281595,7.56747889474346e-05,0.121063994050434,0.0121804779735375,-0.0320222645148997,0.0310227326901595,-0.177107269252691,0.0432680707631565,4.25358543270528e-05
"30880_irnt","30810_irnt",1.3740869613156,0.000129972485821829,0.159880932794902,0.0195821924856588,0.106169003256273,0.0270298820569233,-0.104789974066131,0.0965633267081465,0.27783559753025,1.19518266903347,0.000138651146305269,0.0999485918889581,0.00898809281686312,-0.0879832868947266,0.0264685964067085,0.27848275310758,0.0477189721328387,5.35036440431369e-09
"30880_irnt","30850_irnt",1.37116362987086,0.000133038103312426,0.159355415080607,0.0183394033500927,0.116338392509674,0.0211493120170782,-0.0788708495903805,0.0562901619118997,0.161169810788908,1.12740075825903,0.000104855340937289,0.0664386577273329,0.00675306548407609,0.0734094326214704,0.0254568324033974,-0.319606023063729,0.0785459646651728,4.72089170774007e-05
"30880_irnt","30680_irnt",1.37727393276732,0.000127552926918662,0.161936919980248,0.019453006872342,0.113381346351017,0.0204387439589038,0.106050130389067,0.0908911584145548,0.243298583282526,1.19136424056396,0.000135717552803136,0.125466193888018,0.0103903259490564,-0.0809526535273989,0.0357224698575219,0.192446271692974,0.0425617556543046,6.13805132882341e-06
"30880_irnt","30600_irnt",1.36670638415167,0.000135676512244744,0.157010849345535,0.0188447561043807,0.105920668826216,0.035089316633952,-0.11281589390172,0.0927884054405311,0.224045717706204,1.24110752183645,0.00017896695202927,0.124304970560897,0.00925584584816375,-0.104769217451385,0.0324465193383912,0.29520706577377,0.0342972461924147,7.47943004928348e-18
"30880_irnt","884",1.37310606690532,0.000129493456978616,0.160430541488945,0.0204272584041158,0.123484192023663,0.0179162248330566,-0.0473744770689169,0.0361882473686924,0.190496338440351,1.09642977712732,0.000461156806715223,0.0316949870247485,0.00436777082247842,-0.066789691154885,0.0230449681038394,0.115649147669861,0.0980544775360699,0.238223929721277
"30880_irnt","20127_irnt",1.37103854204828,0.00013360437475603,0.162209416829411,0.0199374027668923,0.104211935738746,0.0200309933792159,0.00146278937976717,0.0488722199361088,0.97612216466119,1.15816529866471,0.000562086946306955,0.126438799762868,0.0116808888742862,0.0357910867005725,0.106649634413165,0.0928745558101756,0.0581496698413947,0.110229168395596
"30880_irnt","1200",1.36566980902874,0.000136605006801007,0.160265793408537,0.0192488120882555,0.106175159031845,0.0189328192688879,0.0256684698595779,0.0247995162952536,0.30065063577772,1.13261137095066,0.00055311032424531,0.063061168652022,0.00441995909091205,0.0598347885572275,0.0206484669512855,0.127856659376737,0.0700480720512958,0.0679602628978653
"30880_irnt","1558",1.36840549866759,0.000132260486270759,0.162565689389472,0.0196086314539831,0.119899773611748,0.0212988644210782,0.044394443579255,0.043447306746488,0.306875726864103,1.21745634648038,0.000476847996417129,0.0715223584416162,0.00572460363070694,-0.0945309588735757,0.030037328112137,0.281724418450252,0.0755043932151413,0.000190545541182433
"30880_irnt","1468_4",1.36563127288679,0.000136900587939678,0.159287893673069,0.0189472115112487,0.132797516480203,0.0372427341654001,-0.0633993420661615,0.0432487358352222,0.142669104693056,1.12858419470917,0.000475781822491893,0.0365324572365738,0.00515261550106481,0.0967568608191222,0.0309447800125213,-0.495394596353508,0.0941363023063639,1.42090729379712e-07
"30880_irnt","1458",1.36595029482367,0.00013477249701785,0.15696041025957,0.0208354133876742,0.0937098668136003,0.0233725859126968,0.0537174756950753,0.0494701915750112,0.277542962350111,1.16545967576207,0.000409902723390426,0.0486898955254321,0.00512190594696217,0.0480770295021158,0.043893408249282,-0.507274901858693,0.128470499930677,7.86190698356909e-05
"30880_irnt","30860_irnt",1.37386662071988,0.000130819408513242,0.160109669689981,0.019661724007584,0.107724287377443,0.0245325142640267,0.0950059577413987,0.0850942424568212,0.264217038571646,1.23015603467444,0.000187626191801122,0.167774401549895,0.0128344898839238,-0.080987226922257,0.0275082753513645,0.191074634951393,0.0323324943752414,3.42776830912018e-09
"30880_irnt","II_NEOPLASM",1.3670015218656,0.000137097858577828,0.140837402235205,0.0218819584097796,0.0931709161505716,0.0391679809739887,-0.0290605912880138,0.033023198153756,0.378856407401688,1.10468157601533,1.00013067688434e-06,0.415332379163617,2.116231874126,0.058401404668987,0.0286225079763932,0.488726679639732,0.18895747706349,0.00969737926082056
"30880_irnt","30160",1.3730008172592,0.000133680503868983,0.161968275237208,0.0196905749547623,0.123423325711857,0.0183224255194434,0.0330270337017895,0.0287568091852643,0.250764532230937,1.13476293916828,6.04353784355935e-05,0.0210580706470609,0.00292363837958606,0.0449834076541756,0.0223538647602935,-0.17616925743435,0.0875732958961022,0.0442539096126877
"30880_irnt","30620_irnt",1.37617794645312,0.000129559859885742,0.157193610044983,0.015839279202862,0.109776006923558,0.0178134702345414,0.0947115136608933,0.107827069661287,0.379745724077941,1.2509282259814,0.000126406467086421,0.12676840085373,0.0102673300531816,0.0617181753232747,0.0390768119913322,0.182642860962452,0.044298613549771,3.73981530164087e-05
"30880_irnt","30130_irnt",1.37267607940645,0.000133885885402052,0.162266467885647,0.0175136290202236,0.105923612573456,0.0197518472676395,0.0452150418946266,0.120894279986163,0.708400739578346,1.29069878621763,0.000116483175179493,0.200818144132537,0.0169000104482656,0.0946413129264269,0.0307114047613767,0.0663225572385634,0.0515441634820309,0.198194258980541
"30880_irnt","30250_irnt",1.3767608634873,0.000133497101395153,0.159592977033285,0.0164101252570854,0.0948506979287683,0.0215205632464803,0.150084037167156,0.0725907721364416,0.0386836723653653,1.37837375915251,0.000149039888725045,0.185704439265752,0.0178383247890159,0.0979047935767437,0.0259400166750431,0.129657013461495,0.0380258084193172,0.000650317751485928
"30880_irnt","30080_irnt",1.3761432333905,0.000130803683052674,0.160546597438826,0.0198678122597178,0.113469303483435,0.0207522909247136,-0.0841599174575311,0.0870609670852375,0.333705051799839,1.32195683823032,0.000135455003624629,0.299677221213303,0.0198938522314128,0.116675616514105,0.0212199149989596,-0.120941939189393,0.0256282783833484,2.36911679541347e-06
"30880_irnt","30010_irnt",1.3678469210892,0.000135111234904312,0.159580437636216,0.0182977642922046,0.100705332048145,0.0262237300213068,0.0874536762260425,0.136702087071592,0.52234220214008,1.36417112308736,0.000153490385354097,0.215065599822475,0.0158339726869721,0.0997473738574776,0.0329063700929421,-0.197717742752506,0.025934628293248,2.46512002089157e-14
"30880_irnt","30120_irnt",1.37298444000471,0.000133882068531691,0.157923317437521,0.0169199710454633,0.1017392827635,0.0152634818727021,0.0868321741565632,0.113786670334322,0.445395552846117,1.35112589099812,0.000147506852763301,0.205290015352865,0.0162523803643229,0.0955246323375687,0.0382881836963102,0.143910612161947,0.0291707355742623,8.08146059147074e-07
"30880_irnt","30150",1.37279128825469,0.000133986631064499,0.160829599040157,0.0181976115460255,0.100455730249198,0.0206908371917869,0.11341626558496,0.0840090365362133,0.177000457421819,1.28389762074503,9.24543393161035e-05,0.178015063445228,0.0171405710502068,0.073608374923099,0.0256999435343104,0.117926315615762,0.0348450841306819,0.000713592597577013
"30880_irnt","30140_irnt",1.35696099425969,0.000140211128174144,0.163224925335775,0.0179247096772009,0.10590481873526,0.0276113689117667,0.0562870871812638,0.160167588249362,0.725268628231631,1.31753512152488,0.000165967983058831,0.16494545662246,0.0168842533344245,0.0945701871535664,0.0230839068272585,0.0856030440671186,0.220144199537509,0.697387204973172
"30880_irnt","30740_irnt",1.37167050624111,0.000133683164309104,0.162249436546814,0.0185925448832222,0.10777683413465,0.0311852952493951,0.0665188131355923,0.136085326381057,0.624981708006206,1.16807463550929,8.82970191222819e-05,0.057421858458166,0.00688284373417202,-0.0742534766243974,0.0296293678875472,0.322051170710196,0.103636417315793,0.0018867080217473
"30880_irnt","30640_irnt",1.38367902918564,0.000128559572175618,0.153331626181287,0.020288784093711,0.131998229581239,0.0225897906564078,-0.0957122326984993,0.0578780656424605,0.0981910271704384,1.19289536383683,5.22333824638161e-05,0.105882150137539,0.0134747220567802,0.105147783340488,0.0201165515003442,-0.209954098541449,0.0501780432598898,2.86193927930019e-05
"30880_irnt","30630_irnt",1.37007450252279,0.000134111083593045,0.158624632721956,0.0173241836873743,0.0930166075537082,0.0341631157555054,-0.110226878559321,0.122653754772588,0.368821385753551,1.34029307259148,0.000145534517655125,0.16837447249698,0.0175333957610291,0.105016735774845,0.0367274929557972,-0.250134247453418,0.0452394206701273,3.21838635856977e-08
